0,cp,section,song,type,song (last.fm),artist (last.fm),listener count (last.fm),play count (last.fm),genre (last.fm)
Sheppard,"1,6,4",Chorus,Geronimo,3 chord,Geronimo,Sheppard,250770,1592673,"indie, australian, pop, indie pop, best of 2014"
Sheryl Crow,"1,4,6",Chorus,Strong Enough,3 chord,Strong Enough,Sheryl Crow,197632,734969,"female vocalists, rock, 90s, Sheryl Crow, pop"
Sheryl Crow,"1,5,4",Chorus,The First Cut Is The Deepest,3 chord,The First Cut Is the Deepest,Sheryl Crow,161075,609709,"female vocalists, pop, rock, Sheryl Crow, cover"
Shifter feat Fibra,"1,5,4",Verse,Let It Go,3 chord,Let it go,Shifter feat Fibra,3,14,
Shigeaki Saegusa,"4,5,1",Chorus,Gundam Char's Counterattack - Main Title,3 chord,,,,,
Shiho Fujii,"1,4,1",Intro,New Super Mario Bros U - Overworld,3 chord,,,,,
Shinedown,"1,4,6",Verse,45,3 chord,45,Shinedown,149155,1128978,"rock, alternative rock, hard rock, alternative, shinedown"
Shinedown,"1,4,5",Verse and Pre-Chorus,Second Chance,3 chord,Second Chance,Shinedown,293296,2309020,"rock, shinedown, alternative rock, hard rock, alternative"
Shinichi Sakamoto,"1,5,6",Verse,Side-Crawler's Dance,3 chord,Side-Crawler's Dance,Shinichi Sakamoto,86,722,
Shinji Hosoe,"6,5,4",Verse,Morphogenetic Sorrow - I Am Zero,3 chord,,,,,
Shinobu Kajihisa,"1,4,5",Pre-Chorus,Hiiragi Town School Days - Muv-Luv Extra OST,3 chord,,,,,
Shiny Toy Guns,"1,5,6",Chorus,You Are The One,3 chord,You Are the One,Shiny Toy Guns,154522,1052003,"electronic, indie, electronica, rock, indie rock"
Shogo Sakai,"4,6,4",Verse,Fate,3 chord,Fate,Shogo Sakai,428,2343,
Shoji Meguro,"1,5,4",Chorus,Persona 4 - Reach Out To The Truth,3 chord,Persona 4 - Reach Out To The Truth,Shoji Meguro,3,482,
Shontelle,"1,5,4",Chorus,Impossible,3 chord,Impossible,Shontelle,158485,861399,"pop, female vocalists, Shontelle, rnb, r&b"
Shota Kageyama,"4,5,6",Intro and Verse,Route 10 - Pokemon Black White,3 chord,,,,,
Shovel Knight - La Danse Macabre,"1,5,1",Chorus,Jake Kaufman,3 chord,,,,,
Showtek and Justin Prime ft Matthew Koma,"6,1,4",Chorus,CANNONBALL - EARTHQUAKE - KRYDER REMIX,3 chord,,,,,
Sia,"1,5,6",Chorus,Alive,3 chord,Alive,Sia,177936,1453060,"pop, female, amazing, Ballad, boring"
Sia,"6,1,4",Chorus,Breathe Me,3 chord,Breathe Me,Sia,778430,7254353,"female vocalists, chillout, beautiful, sad, indie"
Sia,"1,4,5",Bridge,Cellophane,3 chord,Cellophane,Sia,94843,507973,"female vocalists, pop, eclectic, drama, australian"
Sia,"4,5,3",Verse and Pre-Chorus,Chandelier,3 chord,Chandelier,Sia,635847,8630130,"pop, best of 2014, Power ballad, australian, indie"
Sia,"6,4,1",Chorus,Cheap Thrills,3 chord,Cheap Thrills,Sia,396588,4107919,"pop, dance, synthpop, electropop, australian"
Sia,"6,5,1",Chorus,Clap Your Hands,3 chord,,,,,
Sia,"1,5,6",Chorus,Elastic Heart,3 chord,Elastic Heart,Sia,401051,3963308,"pop, soul, r&b, sia, I love this song"
Sia,"1,2,6",Chorus,Fire Meet Gasoline,3 chord,Fire Meet Gasoline,Sia,149623,1390348,"pop, songs i wanna sing for someone one day, songs i wanna sing aloud, Love, female vocalists"
Sia,"4,5,6",Chorus,Free The Animal,3 chord,Free the Animal,Sia,110258,759259,"female vocalist, powerful, pop, 2014, motive"
Sia,"4,5,6",Chorus,I'm In Here,3 chord,I'm in Here,Sia,138389,765069,"female vocalists, alternative, Ballad, pop, indie"
Sia,"1,5,1",Chorus,Move Your Body,3 chord,Move Your Body,Sia,92880,777193,"pop, bate cabelo, Shakira, farofa, single please"
Sia,"1,2,1",Verse,Reaper,3 chord,Reaper,Sia,98861,608987,"pop, female vocalists, australian, Kanye West, 2016 single"
Sia,"1,2,6",Chorus,Soon We'll Be Found,3 chord,Soon We'll Be Found,Sia,163239,1062820,"female vocalists, beautiful, chillout, singer-songwriter, indie"
Sick Individuals,"6,5,4",Chorus,Lost and Found,3 chord,Lost and Found,Sick Individuals,45,203,
Sick Individuals,"6,5,4",Chorus,Lost and Found - Marcus Santoro Remix,3 chord,,,,,
Sick Individuals,"4,1,5",Chorus,Wasting Moonlight,3 chord,Wasting Moonlight,Sick Individuals,1535,7783,
Sick Individuals - Axwell,"1,5,6",Intro and Verse,I am,3 chord,,,,,
Sid,"4,5,6",Pre-Chorus,Monochrome Kiss,3 chord,Monochrome Kiss,Sid,152,2415,
Sigala,"1,2,6",Chorus,Easy Love,3 chord,Easy Love,Sigala,99558,532997,"2015, british, dance, House, party"
Sigala,"1,5,4",Verse,Give Me Your Love,3 chord,Give Me Your Love,Sigala,38948,146761,"dance, electronic, pop, Love, House"
Sigala,"1,5,4",Chorus,Say You Do,3 chord,Say You Do,Sigala,6567,25888,
Sigala,"1,5,4",Chorus,Sweet Lovin,3 chord,Sweet Lovin,Sigala,776,6890,
Signalrunners,"5,4,6",Chorus,Meet Me In Montauk,3 chord,Meet Me In Montauk,Signalrunners,6953,39867,"trance, progressive trance, electronic, Progressive House, 2008"
Sigur Ros,"1,6,5",Intro,Hoppipolla,3 chord,Hoppípolla,Sigur Rós,790161,6946977,"post-rock, ambient, icelandic, beautiful, alternative"
Silverchair,"1,5,4",Intro,After All These Years,3 chord,After All These Years,Silverchair,39848,178870,"rock, Grunge, alternative, australian, alternative rock"
Silversun Pickups,"4,6,5",Pre-Chorus and Chorus,Panic Switch,3 chord,Panic Switch,Silversun Pickups,231590,1740787,"alternative, indie rock, indie, rock, silversun pickups"
Simon Gain and Jay Adams and TooManyLeftHands,"4,5,6",Chorus,Good Morning Copenhagen,3 chord,,,,,
Simon and Garfunkel,"1,5,1",Verse,America,3 chord,America,Simon & Garfunkel,461278,2287474,"folk, 60s, classic rock, acoustic, singer-songwriter"
Simon and Garfunkel,"1,5,4",Chorus,Bridge over Troubled Water,3 chord,Bridge over Troubled Water,Simon & Garfunkel,557636,2698537,"folk, classic rock, oldies, singer-songwriter, rock"
Simon and Garfunkel,"1,2,4",Verse,Scarborough Fair - Canticle,3 chord,Scarborough fair - canticle,Simon & Garfunkel,13360,61962,"folk, acoustic, classic rock, Mellow, folk rock"
Simon and Garfunkel,"1,4,1",Verse,Sound of Silence,3 chord,The Sound of Silence,Simon & Garfunkel,1005596,7468397,"folk, classic rock, 60s, oldies, singer-songwriter"
Simon and Garfunkel,"1,5,4",Verse,The Boxer,3 chord,The Boxer,Simon & Garfunkel,593696,3184835,"folk, 60s, classic rock, singer-songwriter, oldies"
Simple Minds,"1,4,5",Verse,Don't You Forget About Me,3 chord,Don't You (Forget About Me),Simple Minds,701719,3582675,"80s, new wave, pop, rock, pop rock"
Sinead O'Connor,"1,5,1",Verse,Silent Night,3 chord,Silent Night,Sinéad O'Connor,81031,183558,"christmas, female vocalists, xmas, chillout, irish"
Singularity,"1,4,6",Intro,Alone - Au5 and Fractal remix,3 chord,,,,,
Singularity,"4,5,6",Chorus,Vain,3 chord,Vain,Singularity,474,1524,
Sirenia,"4,5,3",Chorus,Lost in Life,3 chord,Lost in Life,Sirenia,44207,319374,"symphonic metal, Gothic Metal, female vocalists, Gothic, metal"
Sistar,"6,4,5",Bridge,Alone,3 chord,Alone,SISTAR,14936,179935,"k-pop, sistar, Korean, Kpop, pop"
Skid Row,"1,4,1",Verse,I Remember You,3 chord,I Remember You,Skid Row,234711,1521262,"hard rock, 80s, hair metal, rock, metal"
Skid Row,"1,5,6",Pre-Chorus and Chorus,Wasted Time,3 chord,Wasted Time,Skid Row,125685,614872,"hard rock, heavy metal, Skid Row, rock, 80s"
Skrillex,"6,2,6",Chorus Lead-Out,Bangarang feat Sirah,3 chord,Bangarang feat Sirah,Skrillex,2259,5400,
Skrillex,"4,5,4",Pre-Chorus,Breakn' A Sweat,3 chord,Breakn' a Sweat,Skrillex,162482,732071,"dubstep, electronic, electro, dance, Drum and bass"
Skrillex,"1,5,4",Verse and Pre-Chorus,Cinema Remix,3 chord,Cinema Remix,Skrillex,389,2931,
Skrillex,"6,4,2",Chorus,Kill Everybody,3 chord,Kill Everybody,Skrillex,272572,1928921,"dubstep, electronic, electro, Skrillex, electro house"
Skrillex,"4,5,6",Pre-Chorus,Scary Monsters And Nice Sprites,3 chord,Scary Monsters and Nice Sprites,Skrillex,554977,3653768,"dubstep, electronic, Skrillex, electro, labores somnium"
Skrillex,"4,5,6",Instrumental,Summit,3 chord,Summit,Skrillex,13909,76269,"dubstep, electronic, electronica, dance, featuring"
Sky Ferreira,"6,2,6",Intro,Night Time My Time,3 chord,Night Time My Time,Sky Ferreira,96,1980,
Skylar Grey,"1,5,6",Verse,I Know You - Fifty Shades Of Grey,3 chord,,,,,
Skyrim,"6,4,5",Intro,Dragonborn,3 chord,Dragonborn,Jeremy Soule,51728,477157,"Soundtrack, epic, Skyrim, video game music, The Elder Scrolls"
Skyrim OST,"1,5,6",Intro,The Bannered Mare,3 chord,The Bannered Mare,Skyrim OST,11,73,
Slade,"1,4,1",Verse,Merry Xmas Everybody,3 chord,Merry Xmas Everybody,Slade,194688,623673,"christmas, glam rock, xmas, 70s, classic rock"
Sloan,"1,4,5",Outro,She Says What She Means,3 chord,She Says What She Means,Sloan,11217,54285,"Canadian, rock, pop, seen live, alternative"
Sloan,"6,1,5",Intro,Sinking Ships,3 chord,Sinking Ships,Sloan,4870,21969,"rock, alternative, Alternative  Punk, 8 of 10 stars, songs that are bitter"
Slowdive,"1,2,1",Chorus,When The Sun Hits,3 chord,When the Sun Hits,Slowdive,244677,1956441,"shoegaze, dream pop, Dreamy, indie, beautiful"
Smallpools,"4,6,5",Intro,Dreaming,3 chord,Dreaming,Smallpools,144626,877812,"pop, indie pop, fun, summer, indie rock"
Smallpools,"4,6,5",Chorus,Dreaming - The Chainsmokers Remix,3 chord,Dreaming - The Chainsmokers Remix,Smallpools,20723,81285,"remix, the chainsmokers"
Smash Mouth,"4,1,5",Intro,Allstar,3 chord,All Star,Smash Mouth,779871,4406438,"rock, alternative, 90s, pop, Soundtrack"
Smash Mouth,"5,2,5",Chorus,Walkin' On The Sun,3 chord,Walkin' On The Sun,Smash Mouth,301246,1219912,"90s, rock, alternative rock, alternative, pop"
Smashing Pumpkins,"1,5,2",Chorus,Bullet With Butterfly Wings,3 chord,Bullet With Butterfly Wings,The Smashing Pumpkins,813110,4935792,"alternative rock, rock, 90s, alternative, Grunge"
Smashing Pumpkins,"6,2,4",Chorus,Tonight Tonight,3 chord,"Tonight, Tonight",The Smashing Pumpkins,848209,5160274,"alternative rock, rock, alternative, 90s, Grunge"
Smile-dk,"1,5,6",Chorus,Butterfly,3 chord,Butterfly,SMiLE.dk,19882,161434,"ddr, dance, eurodance, j-pop, Soundtrack"
Smiley feat Kaan,"4,5,6",Verse,Criminal,3 chord,Criminal,Smiley feat Kaan,3,69,
Smokey Mountain,"1,5,6",Chorus,Da Coconut Nut,3 chord,Da Coconut Nut,Smokey Mountain,444,2206,
Snakehips,"1,2,6",Chorus,All My Friends,3 chord,All My Friends,Snakehips,133917,735996,"pop, indie, alternative, synth, Ballad"
Snakehips,"1,4,1",Verse,All My Friends ft Tinashe - Chance The Rapper,3 chord,,,,,
Snarky Puppy,"1,6,5",Intro,Thing of Gold,3 chord,Thing of Gold,Snarky Puppy,16063,66943,"jazz, jazz fusion, golden, instrumental, colours"
Snow Patrol,"1,5,6",Chorus,Run,3 chord,Run,Snow Patrol,768484,5315492,"indie, alternative, rock, Snow Patrol, indie rock"
SoKo,"1,6,5",Verse,We Might Be Dead By Tomorrow,3 chord,We Might Be Dead by Tomorrow,SoKo,125913,822248,"romantic, indie, folk, sad, happy"
Social Distortion,"1,5,1",Verse,Sometimes I Do,3 chord,Sometimes I Do,Social Distortion,32150,122555,"punk, punk rock, alternative rock, hardcore punk, cowpunk"
Soldat Louis,"1,4,5",Chorus,Juste une gigue en Do,3 chord,Juste une gigue en do,Soldat Louis,793,3833,"french, rock, French rock, celtic, rock francais"
Soldat Louis,"1,5,6",Chorus,Tirer des caisses,3 chord,Tirer des caisses,Soldat Louis,2191,9103,
Solee,"1,6,2",Verse,Ice,3 chord,Ice,Solee,4766,12907,"techno, minimal, trance, progressive trance, interesting music new to me"
Sondre Lerche,"5,2,5",Verse,Modern Nature,3 chord,Modern Nature,Sondre Lerche,61434,264662,"indie, singer-songwriter, happy, pop, norwegian"
Sondre Lerche,"4,5,6",Pre-Chorus,Say It All,3 chord,Say It All,Sondre Lerche,37367,174467,"indie, norwegian, indie pop, indie rock, Sondre Lerche"
Sonia Leigh,"1,5,6",Chorus,Put It In Your Pocket,3 chord,Put it in Your Pocket,Sonia Leigh,2304,4754,modern country
Sonic Underground,"1,5,4",Intro and Verse,Not Always What They Seem,3 chord,Not Always What They Seem,Sonic Underground,10,24,
Sonic Underground,"4,5,6",Chorus,Sonic Underground Theme Song,3 chord,Sonic Underground Theme Song,Sonic Underground,4,62,
Sonicvibe pres Earthspirit feat Tachyean,"6,1,3",Chorus,Allegoria,3 chord,,,,,
Sonny Rhodes,"1,5,2",Verse,Firefly Theme - Ballad Of Serenity,3 chord,Firefly Theme - Ballad of Serenity,Sonny Rhodes,2,17,
Sophie B Hawkins,"1,5,4",Chorus,As I Lay Me Down,3 chord,As I Lay Me Down,Sophie B. Hawkins,80291,326715,"pop, female vocalists, 90s, singer-songwriter, Mellow"
Soul Asylum,"6,5,1",Verse,Runaway Train,3 chord,Runaway Train,Soul Asylum,450883,2078846,"90s, rock, alternative, alternative rock, Grunge"
SoulEye,"1,2,5",Chorus,Passion for Exploring,3 chord,Passion for exploring,Souleye,11785,74021,"8-bit, instrumental, chiptune, electronic, video game music"
SoulEye,"6,4,2",Intro,Potential for Anything,3 chord,Potential for anything,Souleye,14948,102555,"8-bit, epic, chiptune, instrumental, synthpop"
SoulEye,"6,5,4",Verse,Pushing Onwards,3 chord,Pushing onwards,Souleye,15936,106888,"8-bit, chiptune, video game music, Soundtrack, instrumental"
Sound Apparel,"4,5,3",Chorus,The Love That Lasts The Longest Part 1,3 chord,The Love That Lasts The Longest Part 1,Sound Apparel,4,32,
SoundTeMP,"1,4,5",Chorus,Theme Of Prontera,3 chord,Theme of Prontera,soundTeMP,5597,56293,"instrumental, Ragnarok Online, Soundtrack, ambient, ost"
Soundgarden,"5,4,5",Chorus,Black Hole Sun,3 chord,Black Hole Sun,Soundgarden,1068585,6240519,"Grunge, rock, 90s, alternative rock, alternative"
Soundprank,"1,2,4",Chorus,Animus,3 chord,Animus,Soundprank,6327,22065,canada trance
Soundprank,"1,5,1",Chorus,Boundless Energy,3 chord,Boundless Energy,Soundprank,2234,10402,"electronic, dance, House, Progressive House, 2012"
South Park,"1,6,2",Verse,Lemmiwinks,3 chord,lemmiwinks,South Park,396,2111,
South Park,"1,5,1",Chorus,O Tannenbaum,3 chord,O Tannenbaum,South Park,2785,9469,"christmas, navidad de mi coleccion musical"
South Park,"1,4,5",Intro and Verse,Princess Kenny,3 chord,Princess Kenny,South Park,34,104,
South Park,"1,6,3",Chorus,The Cigarette Song,3 chord,The Cigarette Song,South Park,1391,6123,Soundtrack
South Park,"1,5,1",Chorus,Up There,3 chord,Up There,South Park,11541,53890,"Soundtrack, satanic, rock, orchestral, musical"
Soyo Oka,"1,5,1",Instrumental,Super Mario All-Stars - SMB1 Title Screen,3 chord,,,,,
Soyu x Mad Clown,"4,5,1",Chorus,Stupid In Love,3 chord,Stupid In Love,Soyu x Mad Clown,17,31,
Spice Girls,"1,5,4",Chorus,2 Become 1,3 chord,2 Become 1,Spice Girls,236792,1068810,"pop, 90s, Spice Girls, female vocalists, british"
Spice Girls,"1,5,4",Chorus,Mama,3 chord,Mama,Spice Girls,137649,533826,"pop, Spice Girls, 90s, female vocalists, british"
Spice Girls,"6,1,5",Chorus,Move Over,3 chord,Move Over,Spice Girls,87869,346283,"pop, Spice Girls, 90s, dance, female vocalists"
Spice Girls,"6,5,1",Intro,Stop,3 chord,Stop,Spice Girls,244294,1110767,"pop, 90s, Spice Girls, dance, female vocalists"
Spice Girls,"1,6,3",Chorus,Viva Forever,3 chord,Viva Forever,Spice Girls,224027,1183012,"pop, 90s, Spice Girls, female vocalists, british"
Spice Girls,"4,1,5",Chorus,Wannabe,3 chord,Wannabe,Spice Girls,458490,2201252,"pop, 90s, dance, Spice Girls, female vocalists"
Split Enz,"1,4,5",Chorus,I Got You,3 chord,I Got You,Split Enz,64755,279664,"80s, new wave, split enz, pop, rock"
Spongebob Squarepants,"1,5,6",Verse,A Day Like This,3 chord,A Day Like This,Spongebob Squarepants,25,86,"rock band, rock band dlc"
Spongebob Squarepants,"1,4,1",Chorus,Campfire Song Song,3 chord,Campfire Song Song,Spongebob Squarepants,28000,75481,"upbeat, cheerful, campfire, campfire song, tv"
Spongebob Squarepants,"4,5,6",Verse,Krusty Krab Training Video Intro,3 chord,,,,,
Spongebob Squarepants,"1,4,1",Chorus,SpongeBob SquarePants Theme,3 chord,Spongebob Squarepants Theme,Spongebob Squarepants,1598,5564,"spongebob squarepants, jtsong"
Spongebob Squarepants,"1,4,5",Pre-Chorus and Chorus,That's What Friends Do,3 chord,That's What Friends Do,Spongebob Squarepants,3039,7741,"pop, rock, comedy, title is a full sentence, Not Just For Kids"
Spongebob Squarepants,"1,4,1",Chorus,The FUN Song,3 chord,The Fun Song,Spongebob Squarepants,104,361,
Sportfreunde Stiller,"1,5,6",Intro and Verse,Applaus Applaus,3 chord,"applaus, applaus",Sportfreunde Stiller,17996,125120,"deutsch, german, pop, indie, rock"
St Lucia,"1,5,4",Outro,Before The Dive,3 chord,Before The Dive,St. Lucia,67597,289304,"synthpop, indie, dreamwave, indie electronic, pop"
Stacie Orrico,"1,4,5",Verse,Promise,3 chord,Promise,Stacie Orrico,28,101,
Stan Arwell,"1,5,2",Instrumental,Outbreak,3 chord,,,,,
Starbomb,"1,5,4",Intro,Luigi's Ballad,3 chord,Luigi's Ballad,Starbomb,11418,111362,"parody, party, comedy, synthpop, rap"
Starbomb,"1,5,4",Chorus,Smash,3 chord,Smash,Starbomb,17,56,
Starfucker,"1,6,3",Instrumental,Julius,3 chord,Julius,Starfucker,82757,472155,"electronic, electronica, electropop, indie, synthpop"
Stars,"6,5,4",Verse,Ageless Beauty,3 chord,Ageless Beauty,Stars,225590,1257271,"indie, indie pop, Canadian, indie rock, Stars"
Starship,"4,5,1",Verse and Pre-Chorus,Nothing's Gonna Stop Us Now,3 chord,Nothing's Gonna Stop Us Now,Starship,309767,1343315,"80s, pop, classic rock, rock, starship"
Statik Selektah,"6,5,4",Instrumental,The Thrill Is Gone,3 chord,The Thrill Is Gone,Statik Selektah,530,1635,
Steely Dan,"1,4,1",Intro,Gaucho,3 chord,Gaucho,Steely Dan,36583,161402,"steely dan, classic rock, rock, jazz, jazz-rock"
Steerner -Tjernberg -Beerg -Haal,"4,5,6",Chorus,Names,3 chord,,,,,
Steerner ft Corey Saxon,"1,5,6",Verse and Pre-Chorus,Sparks,3 chord,,,,,
Stephen,"1,4,5",Pre-Outro,Crossfire,3 chord,Crossfire,Stephen,56821,367334,"indie, rock"
Stephen C Foster,"1,4,1",Verse,Gentle Annie,3 chord,,,,,
Stephen Foster,"1,5,1",Verse,If You've Only Got A Moustache,3 chord,If you've only got a moustache,Stephen Foster,20,35,
Stephen Malkmus,"1,5,4",Intro,Baby C'mon,3 chord,Baby C'mon,Stephen Malkmus,34716,138148,"indie rock, indie, favorites, fun, sounds turkish but is not"
Stephen Sondheim,"1,6,4",Verse,The Ballad of Sweeney Todd,3 chord,The Ballad of Sweeney Todd,Stephen Sondheim,6460,34536,"musical, Soundtrack, male vocalists, Broadway, creepy"
Steps,"1,5,1",Intro,Last Thing On My Mind,3 chord,Last Thing On My Mind,Steps,33226,118301,"pop, dance, 90s, british, Steps"
Steps,"4,5,6",Chorus,Tragedy,3 chord,Tragedy,Steps,65044,219038,"pop, dance, cover, 90s, covers"
Stereotronique and Sebastian Ivarsson,"6,5,4",Chorus,Tonight,3 chord,,,,,
Steve Angello,"1,5,2",Chorus,Children Of The Wild,3 chord,Children of The Wild,Steve Angello,197,1759,Progressive House
Steve Angello,"4,5,6",Chorus,Remember,3 chord,Remember,Steve Angello,47,286,
Steve Angello,"1,2,6",Chorus,SLVR,3 chord,SLVR,Steve Angello,12635,35631,"party, up beat"
Steve Angello ,"1,2,6",Intro,Wasted Love,3 chord,,,,,
Steve Aoki ft Polina,"4,6,5",Chorus,Come With Me,3 chord,Come With Me,Steve Aoki Ft Polina,62,254,
Steve Aoki vs Dimitri Vegas and Like Mike,"4,5,6",Chorus,We Are Legend,3 chord,,,,,
Steve Earle,"1,4,1",Intro and Verse,Copperhead Road,3 chord,Copperhead Road,Steve Earle,120108,450316,"country, Alt-country, americana, singer-songwriter, rock"
Steve Harley and Cockney Rebel,"1,5,2",Chorus,Make Me Smile,3 chord,Make Me Smile,Steve Harley & Cockney Rebel,11551,66599,"rock, classic rock, 70s, glam rock, Uplifting"
Steve Jablonsky,"1,5,2",Intro,Arrival To Earth,3 chord,Arrival To Earth,Steve Jablonsky,88299,571982,"Soundtrack, instrumental, transformers, inspirational, movie soundtrack"
Steve Miller Band,"1,5,4",Verse,Take The Money and Run,3 chord,Take The Money And Run,Steve Miller Band,208225,783749,"classic rock, rock, 70s, steve miller band, Southern Rock"
Steve Winwood,"1,5,6",Chorus,Higher Love,3 chord,Higher Love,Steve Winwood,163246,586817,"80s, classic rock, pop, steve winwood, rock"
Steve Winwood,"1,5,4",Chorus,Valerie,3 chord,Valerie,Steve Winwood,161260,575998,"80s, classic rock, pop, steve winwood, rock"
Steven Wilson,"6,3,4",Intro,Drive Home,3 chord,Drive Home,Steven Wilson,52820,427671,"Progressive rock, one solo can kill a man, art rock, melancholic, i came"
Steven Wilson,"4,6,5",Chorus,Hand Cannot Erase,3 chord,Hand Cannot Erase,Steven Wilson,34351,321814,"Progressive rock, pop rock, rock, prog rock, 10s"
Steven Wilson,"4,5,3,4",Chorus,Perfect Life,4 chord,Perfect Life,Steven Wilson,32057,283131,"Progressive rock, Progressive, homo erotic passion pop, electronic, ambient"
Stevie Wonder,"1,5,1",Verse,For Once In My Life,3 chord,For Once in My Life,Stevie Wonder,358090,1391576,"soul, motown, Stevie Wonder, 60s, oldies"
Sting,"6,5,4",Verse,Desert Rose,3 chord,Desert Rose,Sting,338363,1917701,"sting, pop, rock, british, chillout"
Sting,"1,6,4",Verse,Fields Of Gold,3 chord,Fields of Gold,Sting,526013,2952476,"sting, pop, rock, soft rock, 90s"
Stone Sour,"1,4,5",Chorus,Through Glass,3 chord,Through Glass,Stone Sour,703485,5935401,"rock, alternative rock, hard rock, Stone Sour, metal"
Stone Temple Pilots,"1,5,6",Chorus,Sex Type Thing,3 chord,Sex Type Thing,Stone Temple Pilots,300671,1400395,"Grunge, rock, 90s, alternative rock, alternative"
Stromae,"6,4,2",Chorus,Papaoutai,3 chord,Papaoutai,Stromae,266262,2333378,"french, pop, dance, catchy, 2013"
Strong Bad,"1,5,6",Chorus,The Cheat is Not Dead,3 chord,The Cheat Is Not Dead,Strong Bad,4398,19544,"comedy, homestarrunner, epic, geek, comedy favorites"
