,artist,cp,section,song,type,listener count (last.fm),play count (last.fm),genre (last.fm),popularity (Spotify),release date (Spotify)
44021,Basto,"6,1,3",Pre-Chorus,I Rave You,3 chord,5410,20157,House,23,2012
44032,Kylie Minogue,"6,1,3",Instrumental,Can't Get You Out Of My Head,3 chord,593541,3274309,pop,3,2019
44036,Martin Garrix,"6,1,3",Pre-Chorus,Animals,3 chord,213469,1359861,House,66,2013
44057,Mark Ronson,"6,1,3",Chorus,Somebody To Love Me,3 chord,33802,149619,Soundtrack,52,2010
44087,Royksopp,"6,1,3",Verse,Royksopp Forever,3 chord,267522,1733772,electronic,46,2009
44101,Delphic,"6,1,3",Chorus,This Momentary,3 chord,157952,789355,electronic,22,2009
44106,Robyn,"6,1,3",Chorus,Love Kills,3 chord,124026,850679,electronic,37,2010
44125,Robbie Williams,"6,1,3",Chorus,Tripping,3 chord,148176,710819,pop,58,2005
44140,DJ Khaled,"6,1,3",Instrumental,I'm So Hood,3 chord,12859,51456,Hip-Hop,51,2007
44157,Rick and Morty,"6,1,3",Verse and Pre-Chorus,Goodbye moonmen,3 chord,5879,26880,harambe,50,2018
44189,No Doubt,"6,2,5",Chorus,Don't Speak,3 chord,1013522,6035428,90s,69,1995
44210,The Lonely Island,"6,2,5",Chorus,Boombox,3 chord,63775,308596,comedy,50,2009
44272,Train,"6,2,5",Verse,50 Ways to Say Goodbye,3 chord,144182,942607,rock,67,2012
44316,Lana Del Rey,"6,2,5",Verse and Pre-Chorus,Million Dollar Man,3 chord,445545,4184379,indie,53,2012
44423,Bart Peeters,"6,2,5",Bridge,Allemaal Door Jou,3 chord,4953,27521,kleinkunst,27,2011
44446,Ludwig van Beethoven,"6,2,5",Pre-Chorus,Rage Over a Lost Penny,3 chord,220,844,Classical,4,2012
44456,Kylie Minogue,"6,2,5",Verse,I Was Gonna Cancel,3 chord,40093,442891,Disco,43,2014
44501,Fancy,"6,2,5",Intro,Flames Of Love,3 chord,44562,196658,80s,31,2013
44511,Thundercat,"6,2,5",Bridge,Them Changes,3 chord,138097,850083,funk,64,2017
44547,Oasis,"6,2,6",Chorus,The Importance of Being Idle,3 chord,377504,2130693,britpop,38,2005
44558,Joe Cocker,"6,2,6",Verse,Unchain my Heart,3 chord,147362,555364,classic rock,63,1987
44594,Kanye West,"6,2,6",Intro and Verse,Mercy,3 chord,289183,1571117,hip hop,73,2012
44614,The Doors,"6,2,6",Intro and Verse,People Are Strange,3 chord,994476,6102903,classic rock,72,1967
44657,Rock Mafia,"6,2,6",Chorus,The Big Bang,3 chord,73177,536537,alternative,62,2010
44687,Thrice,"6,2,6",Intro,The Earth Will Shake,3 chord,79567,556045,post-hardcore,39,2005
44767,Thrice,"6,2,6",Chorus,All The World Is Mad,3 chord,50660,414590,Experimental Rock,38,2009
44787,Mike Oldfield,"6,2,6",Verse,Nuclear,3 chord,56304,523345,rock,56,2014
44924,Pete Rock and CL Smooth,"6,2,1",Instrumental,They Reminisce Over You,3 chord,58053,240654,Hip-Hop,33,2018
44937,Indila,"6,2,1",Chorus,Derniere Danse,3 chord,96044,890785,french,69,2014
45090,Elton John,"6,2,4",Chorus,Your Song,3 chord,726648,3633620,pop,78,1970
45095,Paramore,"6,2,4",Verse,Ignorance,3 chord,514605,6196381,alternative rock,69,2009
45162,Adrian Lux,"6,2,4",Chorus,Teenage Crime,3 chord,36638,264889,dance,29,2010
45192,Bingo Players,"6,2,4",Verse,Rattle,3 chord,21520,103831,electro,59,2011
45201,SCNDL,"6,2,4",Bridge,The Munsta,3 chord,7125,41916,bounce,39,2014
45220,Madeon,"6,2,4",Intro,Cut The Kid,3 chord,27530,147605,electronic,45,2015
45254,Kylie Minogue,"6,2,4",Chorus,In Your Eyes,3 chord,267710,1526891,pop,60,2001
45279,Jessie J,"6,2,4",Pre-Chorus and Chorus,Masterpiece,3 chord,73749,484059,pop,64,2014
45360,Muse,"6,2,4",Chorus,Endlessly,3 chord,556946,3751797,rock,57,2004
45392,Alexander Rybak,"6,2,3",Intro,Fairytale,3 chord,112006,1180305,Eurovision,57,2009
45423,Wolfgang Gartner,"6,2,3",Intro,Undertaker,3 chord,22033,87066,electro house,35,2013
45447,Madonna,"6,2,3",Chorus,Hung Up,3 chord,642097,4505457,dance,70,2005
45451,Johnny Cash,"6,2,3",Verse,Ain't No Grave,3 chord,147836,765337,country,63,2010
45459,The Cinematics,"6,2,3",Verse and Pre-Chorus,Race To The City,3 chord,52997,224682,indie,24,2007
45566,Radiohead,"6,3,4",Intro and Verse,Where I End and You Begin,3 chord,294236,1766816,alternative,51,2003
45650,Britney Spears,"6,3,4",Chorus,Seal It With a Kiss,3 chord,114651,1264797,pop,41,2011
45946,Steven Wilson,"6,3,4",Intro,Drive Home,3 chord,52820,427671,Progressive rock,51,2013
46022,Timbaland,"6,3,4",Chorus,Give It To Me,3 chord,191592,721905,rnb,56,2007
46152,Falco,"6,3,4",Chorus,Jeanny,3 chord,92239,446379,80s,58,1985
46284,Yanni,"6,3,6",Solo,One Man's Dream,3 chord,82029,357580,piano,58,1986
46342,Quad City DJ's,"6,3,6",Chorus,Space Jam,3 chord,33975,148974,Soundtrack,58,1996
46360,PPK,"6,3,6",Chorus,Resurrection,3 chord,23413,102982,trance,30,2005
46594,Miike Snow,"6,3,5",Verse,Animal,3 chord,572213,4046547,indie,61,2009
46612,Ladytron,"6,3,5",Chorus,Destroy Everything You Touch,3 chord,336260,2709662,electronic,41,2005
46622,Lorde,"6,3,5",Chorus,Yellow Flicker Beat,3 chord,201392,1769778,Soundtrack,64,2014
46776,David Guetta,"6,3,2",Verse,Love is Gone,3 chord,215873,1010035,dance,44,2007
46818,Max Romeo,"6,3,2",Chorus,I Chase The Devil,3 chord,224781,888990,reggae,46,2012
47561,Ellie Goulding,"5,6,4",Intro,Burn,3 chord,520235,4870345,pop,67,2013
48029,Daft Punk,"5,6,4",Instrumental,Veridis Quo,3 chord,543855,2895112,electronic,63,2001
48161,Nico and Vinz,"5,6,4",Chorus,Am I Wrong,3 chord,360272,2511293,pop,73,2014
48537,Nelly Furtado,"5,6,4",Chorus,Maneater,3 chord,665353,3746161,pop,57,2006
48556,ES Posthumus,"5,6,4",Verse,Antissa,3 chord,39698,201179,new age,26,2001
48570,Nick Jonas,"5,6,4",Chorus,Jealous,3 chord,169160,1262372,pop,68,2015
49033,MisterWives,"5,6,4",Verse and Pre-Chorus,Reflections,3 chord,159371,861051,indie pop,64,2015
49866,Knife Party,"5,6,5",Bridge,Bonfire,3 chord,198496,1340448,dubstep,65,2012
51016,Flyleaf,"5,6,1",Chorus,All Around Me,3 chord,388558,2851471,alternative rock,63,2006
51084,Creedence Clearwater Revival,"5,6,1",Pre-Chorus and Chorus,Proud Mary,3 chord,586213,2698049,classic rock,62,1969
51099,Audien,"5,6,1",Instrumental,Wayfarer,3 chord,9958,41014,trance,24,2013
51418,OK Go,"5,6,1",Chorus,I Won't Let You Down,3 chord,52635,269322,2014,52,2014
51743,Black Sabbath,"5,6,1",Intro and Verse,Iron Man,3 chord,911683,5243439,heavy metal,48,2017
52141,Yann Tiersen,"5,6,3",Instrumental,La Valse D'Amelie,3 chord,315689,2397712,Soundtrack,44,2015
52365,Lionel Richie,"5,1,4",Chorus,Hello,3 chord,377556,1551383,soul,61,1983
52415,The Cardigans,"5,1,4",Chorus,Lovefool,3 chord,694293,3754304,pop,70,1996
53475,Miike Snow,"5,1,4",Intro,Sans Soleil,3 chord,176425,883475,indie,32,2009
53556,Jimmy Eat World,"5,1,4",Intro and Verse,23,3 chord,222009,1620496,rock,50,2004
53606,Rolling Stones,"5,1,4",Verse,Mother's Little Helper,3 chord,258950,1135712,classic rock,56,1966
53797,Darwin Deez,"5,1,4",Pre-Chorus and Chorus,Radar Detector,3 chord,250048,1435295,indie,44,2009
54025,B Witched,"5,1,4",Chorus,Rollercoaster,3 chord,25358,79281,pop,41,1998
54047,Muse,"5,1,4",Chorus,Unintended,3 chord,525900,3993285,alternative rock,63,1999
54329,Charley Patton,"5,1,5",Verse,Pony Blues,3 chord,28621,60614,blues,13,1999
54681,Alanis Morissette,"5,1,5",Chorus,Ironic,3 chord,702588,3962516,rock,60,1995
55082,Pyotr Ilyich Tchaikovsky,"5,1,5",Chorus,Waltz of the Flowers,3 chord,136788,335074,Classical,21,2016
55735,The Dear Hunter,"5,1,6",Chorus,Crow and Cackle,3 chord,3033,13481,country,26,2011
55766,Arcade Fire,"5,1,6",Intro and Verse,The Suburbs,3 chord,674092,6779295,indie rock,70,2010
56088,Robert Wyatt,"5,1,6",Intro,Sea Song,3 chord,47536,193929,Progressive rock,26,1974
56739,Christina Aguilera,"5,1,56",Chorus,I Turn To You,3 chord,161493,889522,pop,59,1999
56777,TLC,"5,1,56",Chorus,Unpretty,3 chord,177453,722165,rnb,65,1999
56837,Jack Johnson,"5,1,56",Verse,Breakdown,3 chord,555165,3022728,acoustic,58,2005
56928,Kors K,"5,1,56",Chorus,Instead Of The Pills,3 chord,2250,13843,electronic,8,2011
57068,Barry Manilow,"5,1,56",Bridge,I Write the Songs,3 chord,45280,142575,70s,42,1975
57351,Hot Chip,"5,4,1",Chorus,One Life Stand,3 chord,219314,1354845,electronic,52,2010
57458,Pink Floyd,"5,4,1",Verse,The Final Cut,3 chord,145548,815285,Progressive rock,55,1983
57511,Michelle Branch,"5,4,1",Intro,All You Wanted,3 chord,211247,1143488,pop,62,2001
57648,The Zombies,"5,4,1",Intro,This Will Be Our Year,3 chord,147370,641060,60s,63,1968
57653,The Zombies,"5,4,1",Verse,This Will be Our Year,3 chord,147370,641060,60s,63,1968
60396,Sufjan Stevens,"5,4,5",Verse,All Of Me Wants All Of You,3 chord,167003,1253694,indie,55,2015
60601,Toby Fox,"5,4,5",Verse,Heartache,3 chord,15757,101253,Soundtrack,54,2016
60647,Soundgarden,"5,4,5",Chorus,Black Hole Sun,3 chord,1068585,6240519,Grunge,78,1994
60679,Kate Bush,"5,4,5",Chorus,Cloudbusting,3 chord,244989,1539439,80s,63,1985
60737,Madonna,"5,4,5",Chorus,Live To Tell,3 chord,189627,1149999,pop,57,1986
61145,Rihanna,"5,4,6",Pre-Chorus,Rehab,3 chord,500939,2941679,rnb,53,2007
61393,Signalrunners,"5,4,6",Chorus,Meet Me In Montauk,3 chord,6953,39867,trance,10,2008
62232,Jungle,"5,2,4",Chorus,The Heat,3 chord,152368,863599,funky,47,2014
62237,Knife Party,"5,2,4",Bridge,Tourniquet,3 chord,41427,206753,electro house,40,2012
62354,Lindsey Stirling,"5,2,4",Intro,Elements,3 chord,80035,627186,instrumental,53,2012
62441,The Doors,"5,2,4",Verse,Love Her Madly,3 chord,667175,3182631,classic rock,68,1971
62455,Moby,"5,2,4",Intro,Porcelain,3 chord,890908,5881445,electronic,56,1999
62580,Justin Bieber,"5,2,4",Chorus,Sorry,3 chord,374978,3991438,pop,81,2015
62695,Faith No More,"5,2,4",Pre-Chorus,Midlife Crisis,3 chord,348300,2299225,rock,59,1992
62700,Duck Sauce,"5,2,4",Chorus,Barbra Streisand,3 chord,183567,1092154,dance,50,2014
63233,Ben Folds Five,"5,2,1",Instrumental,Army,3 chord,120498,574470,piano rock,48,1999
63252,Lana Del Rey,"5,2,1",Chorus,Blue Jeans,3 chord,761032,12157394,indie,64,2012
63382,Naomi,"5,2,1",Intro,Three Stars No Match,3 chord,6460,28823,electronic,16,2003
63439,Adele,"5,2,1",Chorus,Turning Tables,3 chord,556484,4292406,soul,68,2011
63536,The Chiffons,"5,2,5",Verse,He's So Fine,3 chord,91566,305358,60s,14,2013
63610,Failure,"5,2,5",Verse,Empty Friend,3 chord,7768,36826,alternative rock,21,2005
63624,Yes,"5,2,5",Verse,Long Distance Runaround,3 chord,126385,551911,Progressive rock,16,1981
63642,Cramp,"5,2,5",Chorus,RU116,3 chord,4817,21109,trance,17,2011
63660,Pinback,"5,2,5",Pre-Chorus,Fortress,3 chord,192406,1084044,indie,49,2004
63708,Porcupine Tree,"5,2,5",Chorus,Blackest Eyes,3 chord,241739,2259420,Progressive rock,55,2002
63729,Sondre Lerche,"5,2,5",Verse,Modern Nature,3 chord,61434,264662,indie,38,2001
63734,ABBA,"5,2,5",Chorus,Happy New Year,3 chord,172893,638322,pop,40,1980
63750,Nobuo Uematsu,"5,2,5",Intro,Aerith's Theme,3 chord,81,468,sad,41,1997
63754,Smash Mouth,"5,2,5",Chorus,Walkin' On The Sun,3 chord,301246,1219912,90s,66,1997
63822,One-T,"5,2,3",Chorus,The Magic Key,3 chord,37930,235498,electronic,57,2003
63922,Rihanna,"5,2,3",Chorus,Work,3 chord,315034,2821033,rnb,77,2016
69434,Creed,"1,4,1,4",Verse,Higher,4 chord,381714,1759316,rock,69,1999
87699,Steven Wilson,"4,5,3,4",Chorus,Perfect Life,4 chord,32057,283131,Progressive rock,41,2015
