artist,cp,section,song,type
Fox Stevenson,"5,2,1",Chorus,Sweets,3 chord
Foxes,"4,6,5",Chorus,Let Go For Tonight,3 chord
Francesca Battistelli,"1,6,5",Verse,This Is The Stuff,3 chord
Franck Keller and Ygal Ama,"1,5,6",Intro,Code Lyoko Theme,3 chord
Frank Ocean,"1,5,6",Chorus,Thinkin Bout You,3 chord
Frank Zappa,"1,2,6",Pre-Chorus,Heavy Duty Judy,3 chord
Frankie Goes to Hollywood,"6,5,6",Chorus,Relax,3 chord
Franz Ferdinand,"1,5,2",Verse,Matinee,3 chord
Franz Schubert,"1,4,5",Verse,Der Koenig In Thule,3 chord
Frederic Chopin,"1,4,1",Verse,Nocturne 1 in Bb minor,3 chord
Frente,"1,4,5",Intro,Accidently Kelly Street,3 chord
Friendly Fires,"4,6,5",Chorus,Kiss Of Life,3 chord
Frog Fractions Soundtrack,"1,5,4",Chorus,Rimushotto Bungie Jump,3 chord
Frost,"4,5,1",Outro,Milliontown,3 chord
Frost,"4,5,6",Chorus,No Me No You,3 chord
Frost,"4,6,4",Chorus,Saline,3 chord
Frost,"4,5,6",Chorus,Toys,3 chord
Frou Frou,"1,6,3",Chorus,Let Go,3 chord
Fuel,"1,5,4",Pre-Chorus and Chorus,Hemorrhage - In My Hands,3 chord
Fun,"1,4,1",Verse,All Alone,3 chord
Fun,"1,4,1",Intro,Carry On,3 chord
Fun,"1,5,4",Chorus,Some Nights,3 chord
Fun,"1,6,4",Chorus,We Are Young,3 chord
Futurama Theme,"1,5,1",Chorus,Christopher Tyng,3 chord
FuwariP,"4,5,6",Verse,Yuyushiki OP - Seeno,3 chord
G-Eazy,"4,6,5",Pre-Chorus,Drifting,3 chord
G-Eazy,"6,4,5",Verse,Me Myself and I,3 chord
GES,"1,5,6",Chorus,Nar vi graver guld i USA,3 chord
GFriend,"1,4,5",Chorus,Me Gustas Tu,3 chord
GG feat Gary Wright and Baby Brown ,"1,5,6",Chorus,My My My,3 chord
GOT7,"1,6,2",Chorus,Just Right,3 chord
GRL,"1,4,6",Verse,Ugly Heart,3 chord
GRL,"1,4,6",Intro,Ugly Heart ,3 chord
GSTFS,"6,5,4",Verse,Goat Chill,3 chord
Gabriel Rios,"1,4,6",Bridge,Baby Lone Star,3 chord
Gaia - Armin Van Buuren,"4,5,1",Instrumental,Tuvan,3 chord
Galantis,"1,6,4",Intro,Gold Dust,3 chord
Galantis,"4,5,6",Chorus,No Money,3 chord
Galantis,"4,1,5",Chorus,Peanut Butter Jelly,3 chord
Galantis,"4,6,1",Chorus,Smile,3 chord
Galantis,"1,2,6",Chorus,Smile - Years Remix,3 chord
Galantis,"6,4,2",Chorus,You,3 chord
Game Freak,"1,6,4",Intro,Aspertia City,3 chord
Game Freak,"1,4,5",Verse,Contest Assembly Hall,3 chord
Game Freak,"1,4,1",Chorus,Coumarine City,3 chord
Game Freak,"4,5,1",Outro,Credits - Pokemon HeartGold and SoulSilver,3 chord
Game Freak,"4,5,3",Pre-Chorus,Drill Dozer - 3rd Gear,3 chord
Game Freak,"4,5,1",Intro and Verse,Encounter - May,3 chord
Game Freak,"1,6,2",Verse,Fight Area,3 chord
Game Freak,"1,2,5",Intro and Verse,HarmoKnight - A Bumpy Start,3 chord
Game Freak,"6,5,6",Intro and Verse,Lake Crater,3 chord
Game Freak,"5,4,5",Intro,Lumiose City,3 chord
Game Freak,"1,5,1",Verse,Pokemon Center - Pokemon Red and Blue,3 chord
Game Freak,"1,5,1",Pre-Chorus,Route 201 Day,3 chord
Game Freak,"4,5,1",Verse,Route 209,3 chord
Game Freak,"1,4,5",Chorus,Route 216,3 chord
Game Freak,"5,1,56",Chorus,Route 225 - Night,3 chord
Game Freak,"1,5,1",Intro and Verse,SS Anne - Pokemon Red and Blue,3 chord
Game Freak,"6,5,4",Intro,Slateport City,3 chord
Game Freak,"4,5,3",Pre-Chorus,Surf - Pokemon Gold and Silver,3 chord
Game Freak,"4,5,1",Intro and Verse,Violet City,3 chord
Game Freak,"1,2,4",Outro,Vs Brendan and May,3 chord
Game Freak,"1,2,5",Solo 1,Vs Elite Four - Kalos,3 chord
Game Freak,"6,4,5",Pre-Chorus,Vs Hugh,3 chord
Game Freak,"4,5,4",Pre-Chorus,Vs Suicune,3 chord
Game Freak,"4,5,4",Verse,Vs Trainer - Hoenn,3 chord
Game Freak,"4,5,4",Verse,Vs Wild Pokemon - Unova,3 chord
Gamma ray,"1,4,1",Pre-Chorus,Lake of tears,3 chord
Gamma ray,"6,4,2",Instrumental,Lonesome Stranger,3 chord
Gammer,"1,6,5",Intro,Nostalgia - Rustie Edit,3 chord
Garbage,"1,6,1",Verse and Pre-Chorus,Special,3 chord
Gareth Emery,"4,5,6",Verse,Exposure,3 chord
Gareth Emery,"4,6,5",Chorus,Eye Of The Storm - Stadiumx Remix,3 chord
Gareth Emery and Ashley Wallbridge,"6,4,2",Instrumental,Mansion,3 chord
Garmiani and Salvatore Ganacci,"4,5,6",Pre-Chorus,The City Is Mine,3 chord
Gary Allan,"1,5,4",Verse,Smoke Rings in the Dark,3 chord
Gary Jules,"4,1,5",Verse,Mad World,3 chord
Gary Portnoy,"1,5,1",Verse,Where Everybody Knows Your Name - Cheers Theme,3 chord
Gauntlet Dark Legacy,"1,2,1",Verse,Castle Courtyard,3 chord
Gauntlet Dark Legacy,"6,2,6",Verse,Haunted Piano,3 chord
Gauntlet Dark Legacy,"6,2,5",Verse,Sumner's Tower,3 chord
Gavin DeGraw,"1,2,6",Intro,Not Over You,3 chord
Gemini,"1,4,5",Intro,Fire Inside Mr FijiWiji Remix,3 chord
Genesis,"1,5,1",Verse,Scenes From A Night's Dream,3 chord
Genevieve,"1,5,1",Chorus,Colors,3 chord
Genevieve,"1,4,1",Verse,Show Your Colors,3 chord
Genix,"6,4,5",Chorus,Run,3 chord
Genki Rockets,"4,5,1",Chorus,Heavenly Star,3 chord
Geographer,"1,6,4",Bridge,Kites,3 chord
George Acosta feat Emma Lock,"6,4,2",Chorus,Never Fear - ATB Remix,3 chord
George Benson,"6,5,4",Chorus,Turn Your Love Around,3 chord
George Ezra,"1,5,4",Chorus,Budapest,3 chord
George Ezra,"1,5,6",Intro and Verse,Song 6,3 chord
George Frederic Handel,"1,2,16",Intro,Arrival of the Queen of Sheba,3 chord
George Harrison,"1,5,1",Chorus,I Got My Mind Set On You,3 chord
George Harrison,"1,6,1",Verse,My Sweet Lord,3 chord
Georges Brassens,"1,5,1",Chorus,Bancs Publics,3 chord
Gershon Kingsley,"4,6,5",Chorus,Popcorn,3 chord
Gesu no Kiwami Otome,"6,3,4",Chorus,Otonatic,3 chord
Ghostface Kilobyte,"6,3,4",Pre-Chorus and Chorus,CLUB DRUNK PARTY HANDS,3 chord
GiIvaSunner,"1,4,5",Verse,Tem Shop,3 chord
Gigi D'Agostino,"6,4,1",Chorus,L'Amour Toujours,3 chord
Gigi D'Agostino,"1,2,16",Intro,The Riddle,3 chord
Gill Norris,"1,5,6",Chorus,Forme - Guy J PM Mix,3 chord
Girl's Day,"4,5,1",Verse,Don't Forget Me,3 chord
Girl's Day,"1,2,16",Chorus,Let's Go,3 chord
Girl's Day,"6,4,1",Bridge,Nothing Lasts Forever,3 chord
Girls' Generation,"4,5,6",Chorus,Into The New World,3 chord
Girls' Generation,"1,4,1",Chorus,Lion Heart,3 chord
Girls' Generation,"6,4,5",Intro,Oh,3 chord
Girls' Generation,"6,2,6",Chorus,Paparazzi,3 chord
Girls' Generation-SNSD,"1,2,16",Verse and Pre-Chorus,Lingua Franca,3 chord
Glaze,"1,4,1",Verse,Tough Luck,3 chord
Glee,"1,5,4",Chorus,Loser Like Me,3 chord
Global Deejays,"6,4,1",Chorus,Kids,3 chord
Globus,"6,5,2",Intro,Amazing Grace,3 chord
Globus,"1,5,6",Intro,Europa,3 chord
Gnash,"4,6,5",Intro and Verse,i hate u i love u,3 chord
Go West,"1,4,5",Chorus,King Of Wishful Thinking,3 chord
God is an Astronaut,"1,5,4",Outro,No Return,3 chord
Gojimaji-P,"1,5,6",Verse,Mischievous Function - Ochame kinou,3 chord
Gold Motel,"1,6,3",Chorus,Brand New Kind of Blue,3 chord
Goldfinger,"1,2,4",Chorus,99 Red Ballons,3 chord
Goo Goo Dolls,"1,2,4",Chorus,Iris,3 chord
Good Charlotte,"1,5,4",Intro,The Anthem,3 chord
Google,"6,5,4",Outro,Meet The New Google Maps Commercial,3 chord
Gorgon City,"1,2,1",Verse,Coming Home,3 chord
Gotye,"4,5,6",Chorus,Somebody That I Used To Know,3 chord
Gotye,"4,5,6",Chorus,Somebody That Used To Know,3 chord
Grace,"6,2,3",Verse,You Don't Own Me,3 chord
Grace Phipps,"1,6,2",Intro,Teen Beach Movie - Falling For Ya,3 chord
Grace Potter,"1,4,1",Chorus,Something that I Want,3 chord
Gracie Films,"4,5,1",Instrumental,Gracie Films,3 chord
Grandaddy,"1,4,1",Verse,The Go in the Go-For-It,3 chord
Grant Kirkhope,"1,5,1",Verse,Click Clock Wood,3 chord
Grant Kirkhope,"6,4,6",Verse and Pre-Chorus,Klungo's Theme,3 chord
Grant Kirkhope,"1,5,1",Verse and Pre-Chorus,Treasure Trove Cove,3 chord
Grant Smillie and Walden,"1,6,3",Chorus,A Million Lights,3 chord
Grateful Dead,"1,5,6",Verse and Pre-Chorus,Sugaree,3 chord
Greek Fire,"1,5,6",Verse and Pre-Chorus,Top Of The World,3 chord
Green Day,"1,5,1",Verse,2000 Light Years Away,3 chord
Green Day,"1,5,6",Intro,21 Guns,3 chord
Green Day,"1,5,4",Verse,American Idiot,3 chord
Green Day,"1,4,5",Chorus,Amy,3 chord
Green Day,"1,5,6",Verse,Basketcase,3 chord
Green Day,"1,5,6",Chorus,Boulevard of Broken Dreams,3 chord
Green Day,"1,4,5",Intro,Good Riddance - Time of Your Life,3 chord
Green Day,"1,5,6",Chorus,Holiday,3 chord
Green Day,"1,5,4",Verse,Minority,3 chord
Green Day,"1,5,4",Chorus,No One Knows,3 chord
Green Day,"1,5,1",Pre-Chorus and Chorus,Oh Love,3 chord
Green Day,"1,5,1",Verse,Shoplifter,3 chord
Green Day,"1,4,5",Verse,Stray Heart,3 chord
Green Day,"1,4,1",Chorus,The Death of St Jimmy,3 chord
Green Day,"4,5,6",Intro,Viva La Gloria,3 chord
Green Day,"6,3,4",Pre-Chorus,Wake Me Up When September Ends,3 chord
Green Day,"1,5,6",Chorus,When I Come Around,3 chord
Green Day,"1,5,6",Chorus,X-Kid,3 chord
Greg Cerrone and Koko LaRoo,"1,2,4",Chorus,Rise Together - Inpetto Remix,3 chord
Gregory Alan Isakov,"1,5,6",Verse,The Stable Song,3 chord
Grimes,"1,5,6",Bridge,Devon,3 chord
Grimes,"6,1,4",Verse,Kill V Maim,3 chord
Grimes,"4,5,6",Chorus,REALiTi,3 chord
Grimes,"6,4,5",Bridge,Sagrad,3 chord
Grimes,"6,4,2",Verse,Vanessa,3 chord
Grouplove,"1,4,1",Intro and Verse,Let Me In,3 chord
Grouplove,"1,4,1",Pre-Chorus,Shark Attack,3 chord
Grouplove,"1,6,4",Chorus,Ways to Go,3 chord
Grum,"1,4,5",Chorus,Heartbeats,3 chord
Guided By Voices,"1,4,1",Chorus,Teenage FBI,3 chord
Gummi Bears,"4,1,4",Verse,Adventures of the Gummi Bears,3 chord
Gummibar,"1,5,4",Chorus,The Gummy Bear Song,3 chord
Guns N' Roses,"1,4,5",Outro 2,November Rain,3 chord
Guns N' Roses,"1,5,4",Chorus,Patience,3 chord
Guns N' Roses,"4,1,5",Intro,Sweet Child O' Mine,3 chord
Gustav Holst,"1,5,6",Bridge,Jupiter from The Planets,3 chord
Guster,"1,6,2",Verse,Barrel Of A Gun,3 chord
Guster,"4,1,5",Chorus,Hang On,3 chord
Gwen Stefani,"4,5,3",Chorus,4 In the morning,3 chord
Gwen Stefani,"4,1,6",Chorus,Baby Don't Lie,3 chord
Gwen Stefani,"4,6,1",Intro,The Sweet Escape,3 chord
Gwyneth Paltrow Feat Huey Lewis,"5,1,4",Chorus,Cruisin,3 chord
Gym Class Heroes,"1,5,4",Chorus,Ass Back Home,3 chord
Gym Class Heroes And Ryan Tedder,"1,5,6",Intro and Verse,The Fighter,3 chord
HAL Laboratory,"4,5,1",Verse,Adventures of Lolo Theme,3 chord
HWLS,"1,2,1",Verse,004 w Noah Breakfast,3 chord
Hachi,"6,2,6",Pre-Chorus,Donut Hole,3 chord
Hailee Steinfeld,"6,1,6",Verse,Love Myself,3 chord
Hailee Steinfeld,"1,2,6",Chorus,Starving,3 chord
Haim,"1,5,4",Verse,Don't Save Me,3 chord
Haken,"4,5,1",Bridge,Celestial Elixir,3 chord
Halcyonic Falcon X,"1,4,5",Intro and Verse,Angreh Goat Goes BAAAH,3 chord
Halsey,"1,5,2",Intro and Verse,Hurricane - Arty Remix,3 chord
Hamferd,"6,5,4",Verse,Harra Gud titt dyra navn og aera,3 chord
Hamilton Joe Frank and Reynolds,"4,5,1",Chorus,Don't Pull Your Love,3 chord
Hammock,"6,5,4",Chorus,Kenotic,3 chord
Hampton the Hampster,"1,5,6",Chorus,Hampster Dance,3 chord
Hanatan,"6,2,4",Chorus,Rai Rai Rai,3 chord
Hank Green,"1,5,4",Verse,I Know,3 chord
Hank Green,"1,5,4",Chorus,It All Makes Sense at the End,3 chord
Hank Green,"1,5,4",Chorus,Mother Pheasant Plucker,3 chord
Hank Williams Sr,"1,4,1",Verse,I Saw The Light,3 chord
Hans Zimmer,"6,5,4",Intro,Epilogue Crysis 2 Soundtrack,3 chord
Hans Zimmer,"6,3,6",Pre-Chorus,Hoist the Colours,3 chord
Hans Zimmer,"5,6,5",Verse,Interstellar Main Theme,3 chord
Hans Zimmer,"6,4,6",Intro,Jack Sparrow,3 chord
Hans Zimmer,"4,5,6",Outro,No Time for Caution - Interstellar,3 chord
Hans Zimmer,"1,5,6",Instrumental,Now We Are Free,3 chord
Hans Zimmer,"1,4,1",Intro,The Lion King - This Land,3 chord
Hans Zimmer,"6,5,4",Bridge,The Rock Theme,3 chord
Hans Zimmer,"1,5,2",Verse,Time,3 chord
Hans Zimmer - Lisa Gerrard - Klaus Badelt,"4,5,6",Verse,Honor Him,3 chord
Hanson,"1,5,4",Intro,MMMBop,3 chord
Hardwell,"6,5,1",Chorus,Encoded,3 chord
Hardwell,"1,4,6",Intro and Verse,Follow Me,3 chord
Hardwell,"1,5,6",Intro and Verse,Mad Word,3 chord
Hardwell,"1,5,6",Pre-Chorus,Mad World,3 chord
Hardwell ft Mitch Crown,"6,2,4",Chorus,Call Me A Spaceman,3 chord
Harold Faltermeyer,"4,5,4",Bridge,Beverly Hills Cop Theme - Axel F,3 chord
Harpo,"4,5,1",Intro,Movie Star,3 chord
Harry Gregson-Williams,"1,5,6",Outro,Metal Gear,3 chord
Harry McClintock,"1,4,1",Verse,Big Rock Candy Mountain,3 chord
Harufuri,"4,5,3",Verse,Girlving to the Right,3 chord
Harvey Danger,"4,5,1",Verse,Flagpole Sitta,3 chord
Havana Brown,"1,4,6",Chorus,We Run The Night,3 chord
Havana Brown,"4,6,5",Verse,We run the night,3 chord
Headhunterz and Crystal Lake,"4,5,6",Instrumental,Live Your Life,3 chord
Headspace,"4,6,1",Chorus,Invasion,3 chord
Headspace,"1,5,4",Chorus,The Big Day,3 chord
Heart,"1,5,6",Verse and Pre-Chorus,What About Love,3 chord
Heatbeat,"5,2,4",Intro,Afterthought,3 chord
Hefner,"1,5,4",Verse,The Day That Thatcher Dies,3 chord
Helene Fischer,"1,5,6",Chorus,Atemlos,3 chord
Hellberg,"1,5,4",Chorus,I'm Not Over,3 chord
Hellberg,"4,6,5",Intro,The Girl,3 chord
Hellberg and Deutgen vs Splitbreed,"1,6,5",Pre-Chorus,Collide - Astronaut and Barely Alive Remix,3 chord
Helloween,"1,5,6",Chorus,A tale that wasn't right,3 chord
Helloween,"1,5,2",Verse,Don't Stop Being Crazy,3 chord
Helloween,"1,4,6",Chorus,Don't stop being crazy,3 chord
Helloween,"6,3,6",Verse,Forever And One,3 chord
Helloween,"1,2,5",Solo,Forever and one,3 chord
Helloween,"4,5,6",Verse,Halloween,3 chord
Helloween,"4,5,6",Intro,I Want Out,3 chord
Helloween,"1,4,5",Chorus,If I knew,3 chord
Helloween,"4,5,4",Verse and Pre-Chorus,Perfect Gentelman,3 chord
Helloween,"1,5,4",Verse,Windmill,3 chord
Helloween,"1,4,5",Chorus,Your turn,3 chord
Helvetic Nerds,"6,3,4",Intro,Herodes,3 chord
Henrique Lorenzi,"1,2,1",Verse,Contrast - Level 2,3 chord
Henrix-Jakob-Liedholm-ft-Zashanell,"4,5,6",Chorus,Close Your Eyes ,3 chord
Henry Carey,"1,6,4",Verse,God Save the Queen,3 chord
Henry Jackman,"1,5,4",Verse,Wreck-It Ralph,3 chord
Herman's Hermits,"4,5,1",Chorus,No Milk Today,3 chord
HertzDevil,"1,5,6",Intro,Blueshift Galaxy,3 chord
HertzDevil,"1,2,6",Intro,Extends Levant,3 chord
HertzDevil,"4,5,1",Chorus,Stage 57,3 chord
Hidekazu Tanaka,"1,2,3",Intro and Verse,Koi wa Chaos no Shimobenari,3 chord
Hideki Takahagi and Mitsuhito Tanaka,"1,4,5",Chorus,The Jetsons SNES - Stage 1,3 chord
Hidemaro Fujibayashi,"1,5,4",Intro,Phantom Hourglass OST- The Great Sea,3 chord
High School Musical,"1,4,1",Pre-Chorus and Chorus,Start of Something New,3 chord
High School Musical,"1,5,6",Chorus,Stick to the Status Quo,3 chord
Hilary Duff,"6,5,4",Chorus Lead-Out,Sparks,3 chord
Hillsong Young and Free,"4,6,5",Intro,Alive,3 chord
Hilltop Hoods,"1,5,2",Instrumental,The Nosebleed Section ,3 chord
Hinder,"4,1,5",Chorus,Lips of an Angel,3 chord
Hinds,"4,5,1",Verse,Easy,3 chord
Hirokazu Ando,"6,2,6",Verse,Super Smash Bros - Dreamland,3 chord
Hiroki Kikuta,"4,1,5",Chorus,Meridian Dance,3 chord
Hiroko Kokubu,"4,5,6",Instrumental,Sakura-dayori,3 chord
Hiromori Hayashi,"6,2,6",Verse,Kimigayo,3 chord
Hiroshi Miyagawa,"6,4,5",Chorus,Space Battleship Yamato 2199 - Gamilas Anthem,3 chord
Hiroto Saito,"4,5,6",Intro,Megalomachia - Way of the wind,3 chord
Hiroyuki Sawano,"1,5,4",Chorus,Mobile Suit Gundam Unicorn - UNICORN,3 chord
Hixxy,"1,5,4",Chorus,Sacrifice,3 chord
Hoagy Carmichael,"1,6,4",Verse,Heart And Soul,3 chord
Hollywood Undead,"1,5,6",Chorus,Bullet,3 chord
Homestuck,"4,5,6",Chorus,Chartreuse Rewind,3 chord
Homestuck,"6,2,6",Verse,Rex Duodecim Angelis,3 chord
Homestuck Soundtrack,"4,5,4",Chorus,Doctor,3 chord
Homestuck Soundtrack,"1,2,1",Verse,Showtime,3 chord
Hoobastank,"1,6,4",Verse,The Reason,3 chord
Hoodie Allen,"1,6,5",Intro,No Faith In Brooklyn,3 chord
Hook n Sling,"4,5,6",Chorus,Tokyo By Night Axwell Remix,3 chord
Horimitsu Kazumichi,"1,6,2",Intro and Verse,Come Here Daitarn 3,3 chord
Hot Chip,"5,4,1",Chorus,One Life Stand,3 chord
Hot Leg,"1,6,5",Verse,Cocktails,3 chord
Houndmouth,"1,4,5",Chorus,Say It,3 chord
Houndmouth,"1,4,5",Chorus,Sedona,3 chord
Howard Blake,"6,5,2",Verse,Walking In The Air,3 chord
Howard Shore,"1,5,6",Outro,Bridge of Khazad-dum,3 chord
Howard Shore,"1,4,5",Verse,Concerning Hobbits,3 chord
Howard Shore,"4,5,6",Verse,In a dream,3 chord
Howard Skempton,"4,6,1",Intro,Lento,3 chord
Hozier,"1,4,1",Verse and Pre-Chorus,Cherry Wine,3 chord
Hozier,"1,2,4",Chorus,Jackie And Wilson,3 chord
Hozier,"4,5,6",Verse,Someone New,3 chord
Hozier,"1,4,1",Bridge,Take Me To Church,3 chord
Hubert Parry,"4,1,4",Verse,Jerusalem,3 chord
Hudson Mohawke,"1,5,6",Pre-Chorus,Fuse,3 chord
Hunter Hayes,"1,5,6",Chorus,21,3 chord
Hurricane 1,"1,5,6",Chorus,Only The Strongest Will Survive,3 chord
Hyadain--Sasaki Sayaka,"6,2,5",Intro,ZZZ------Nichijou-ED-3,3 chord
Hyper Potions Subtact,"1,5,6",Chorus,Adventure,3 chord
Hyuna,"1,4,6",Chorus,Bubble Pop,3 chord
I Am Oak,"1,5,6",Verse,On Trees And Birds And Fire,3 chord
I'M SO LONESOME I COULD CRY,"1,5,1",Chorus,by Hank Williams,3 chord
IDA,"1,4,5",Chorus,Maybe I Like It,3 chord
INXS,"1,5,6",Chorus,Beautiful Girl,3 chord
INXS,"1,5,6",Chorus,Mystify,3 chord
INXS,"1,4,1",Verse and Pre-Chorus,Never Tear us Apart,3 chord
IOSYS,"4,5,6",Intro,Artificial Children,3 chord
IOSYS,"4,5,4",Chorus,Marisa Stole The Precious Thing,3 chord
Ian van Dahl,"4,5,1",Chorus,Castles In The Sky,3 chord
Icelandic Folk,"1,5,6",Instrumental,Islandsljod,3 chord
Icon for Hire,"6,4,1",Chorus,Pieces,3 chord
Icona Pop,"1,4,1",Verse,I Love It,3 chord
Idina Menzel,"1,5,6",Chorus,Let It Go,3 chord
Iggy Azalea,"6,3,6",Instrumental,Black Widow ft Rita Ora,3 chord
Iggy Pop,"6,4,1",Intro,The passenger,3 chord
Ikimono-gakari,"1,2,5",Verse,Blue Bird,3 chord
Ikke Huftgold,"6,4,1",Bridge, Dicke Titten Kartoffelsalat,3 chord
Ilan Bluestone and Jerome Isma-Ae,"1,2,16",Pre-Chorus,Tension,3 chord
Imagine Dragons,"1,5,6",Intro and Verse,Demons,3 chord
Imagine Dragons,"1,5,1",Chorus,I Bet My Life,3 chord
Imagine Dragons,"1,5,2",Chorus,Monster,3 chord
Imagine Dragons,"6,4,1",Intro,Nothing Left to Say,3 chord
Imagine Dragons,"4,1,5",Chorus,On Top of the World,3 chord
Imagine Dragons,"1,5,2",Chorus,Radioactive,3 chord
Imagine Dragons,"1,6,1",Intro,Tiptoe,3 chord
Imagine Dragons,"6,5,4",Verse,Warriors,3 chord
Imai Asami,"4,5,6",Chorus,Corpse Party - Shangri-La,3 chord
Imani Williams,"6,3,4",Pre-Chorus,Don't Need No Money ft Sigala and Blonde,3 chord
Imogen Heap,"1,5,6",Verse,Hide And Seek,3 chord
Imposs Ft J Perry,"1,4,5",Chorus,You're On My Mind,3 chord
In Hearts Wake,"6,1,4",Intro,Healer,3 chord
Incubus,"1,2,6",Intro,Aqueous Transmission,3 chord
Indila,"6,2,1",Chorus,Derniere Danse,3 chord
Infected Mushroom,"4,5,6",Chorus,Muse Breaks,3 chord
Infected Mushroom feat Kelsy Karter,"6,4,1",Intro and Verse,Now is Gold,3 chord
Ingrid Michaelson,"1,4,6",Chorus,Girls Chase Boys,3 chord
Ingrid Michaelson,"4,5,1",Verse,The Way I Am,3 chord
Ingrid Michaelson,"1,4,6",Verse,You and I,3 chord
Inicialoj DC,"4,5,6",Chorus,Berlino Sen Vi,3 chord
Inna,"6,3,2",Instrumental,Amazing,3 chord
Insan3Lik3,"6,5,4",Chorus,The Other Day,3 chord
InsideOut A Cappella,"1,5,1",Chorus,Peanut Butter and Jelly,3 chord
Instrumental Core,"1,5,2",Intro,Free Run,3 chord
Instrumental Core,"1,2,5",Intro,HONOR OF LIFE,3 chord
Instrumental Core,"1,5,6",Chorus,The Angels Among Demons,3 chord
Inverse feat Sally,"1,5,4",Chorus,I Need You - Ultravibes Remix,3 chord
Irene Cara,"1,5,2",Verse,Flashdance What A Feeling,3 chord
Irish Rovers,"1,2,1",Verse,What Shall We Do With The Drunken Sailor,3 chord
Irish Stew of Sindidun,"1,5,6",Verse and Pre-Chorus,I Will Never Be Your Friend,3 chord
Iron And Wine,"1,5,6",Verse,Upward Over The Mountain,3 chord
Iron Maiden,"4,5,6",Chorus,Aces High,3 chord
Iron Maiden,"4,5,6",Solo,Afraid to Shoot Strangers,3 chord
Iron Maiden,"1,5,6",Chorus,Blood Brothers,3 chord
Iron Maiden,"1,6,5",Intro,Fear of the Dark,3 chord
Iron Maiden,"4,5,6",Verse,Fear of the dark,3 chord
Iron Maiden,"1,5,6",Verse and Pre-Chorus,No more lies,3 chord
Iron Maiden,"1,4,5",Chorus,The Number of the Beast,3 chord
Iron Maiden,"1,5,6",Verse and Pre-Chorus,The Wicker Man,3 chord
Isao Sasaki,"6,4,5",Verse,Getter Robo,3 chord
Isao Sasaki,"4,5,6",Intro and Verse,Tate Toushou Daimos,3 chord
Isao Taira,"1,4,5",Verse and Pre-Chorus,Fukkatsu no Ideon,3 chord
Israel Kamakawiwoole,"1,5,6",Intro,Somewhere Over the Rainbow,3 chord
ItaloBrothers,"1,5,6",Verse,Sleep When We're Dead,3 chord
ItaloBrothers,"1,5,6",Pre-Chorus,Stamp on the Ground,3 chord
ItaloBrothers,"1,5,6",Chorus,This is Nightlife,3 chord
Ivan Gough and Feenixpawl,"6,2,5",Chorus,In My Mind,3 chord
Iyaz,"1,5,6",Chorus,Replay,3 chord
JAY Z And Alicia Keys,"5,1,5",Instrumental,Empire State Of Mind,3 chord
JFlight,"1,5,4",Chorus,Tails Gets Trolled,3 chord
JJ Lin,"4,5,1",Chorus,Always Online,3 chord
JJ Lin ,"4,5,3",Verse and Pre-Chorus,Always Online,3 chord
JJAMZ,"1,6,5",Verse,Heartbeat,3 chord
JR JR,"6,4,1",Chorus,Hypothetical,3 chord
Jack Johnson,"5,1,56",Verse,Breakdown,3 chord
Jack Johnson,"1,5,6",Chorus,Flake,3 chord
Jack Johnson,"1,4,1",Intro,I Got You,3 chord
Jack Johnson,"1,4,1",Verse,Let It Be Sung,3 chord
Jack U,"4,5,6",Intro,To U feat AlunaGeorge,3 chord
Jack U,"6,1,4",Chorus,Where Are U Now feat Justin Bieber,3 chord
Jack U,"1,4,6",Intro,superpop 138 AMAJ (whereUnow),3 chord
Jack Wall,"1,5,2",Pre-Chorus and Chorus,Slim Chances,3 chord
Jack White,"4,1,5",Chorus,Love Interruption,3 chord
Jack White,"1,2,3",Verse,Sixteen Saltines,3 chord
JackLNDN,"5,6,1",Chorus,Make Your Mark,3 chord
Jacksfilms,"1,5,6",Chorus,Give This Song A Title,3 chord
Jacksfilms,"6,4,1",Chorus,Jack City Bich,3 chord
Jacksfilms,"1,4,5",Intro,Jackisanerd,3 chord
Jacksfilms,"1,6,2",Verse,Valentine's Day is a Lie,3 chord
Jackson 5,"1,4,1",Chorus,I Want You Back,3 chord
Jackson 5,"1,4,1",Chorus,Rockin Robin,3 chord
Jackson Browne,"1,6,5",Chorus,Doctor My Eyes,3 chord
Jackson Browne,"1,4,1",Chorus,Running On Empty,3 chord
Jacob Sartorius,"1,4,6",Verse,Sweatshirt,3 chord
Jake Bugg,"1,5,1",Chorus,Lightning Bolt,3 chord
Jake Kaufman,"4,5,6",Intro,Loli Fishing Next 20000 Leagues,3 chord
Jake Kaufman,"6,5,4",Chorus,Moon Theme - Remastered Version,3 chord
Jake Kaufman,"4,5,6",Intro and Verse,Shovel Knight - In the Halls of the Usurper,3 chord
Jake Kaufman,"4,5,6",Chorus,Shovel Knight - La Danse Macabre,3 chord
Jake Kaufman,"6,4,1",Chorus,Shovel Knight - Main Theme,3 chord
Jake Kaufman,"6,5,4",Outro,Shovel Knight - Of Devious Machinations,3 chord
Jake Kaufman,"5,6,3",Verse,Shovel Knight - The Defender,3 chord
Jake Kaufman,"4,1,5",Verse,Shovel Knight - The Fateful Return,3 chord
Jake Kaufman,"1,4,1",Chorus,Strike the Earth,3 chord
